,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
5271,3,2,3,2,1,7,8,7,10,8,7,15,1,9,5,11,20
3780,4,8,6,7,6,8,8,5,5,7,7,10,5,9,2,9,24
2875,3,9,4,7,3,9,8,3,7,12,6,10,2,7,3,6,4
14038,5,12,7,9,5,3,14,5,5,13,10,6,2,11,3,6,25
16840,4,8,6,6,4,9,13,4,8,8,12,9,3,12,2,9,22
7350,6,11,9,9,6,9,6,4,7,10,6,9,5,8,5,9,21
8902,6,9,8,7,5,10,11,2,8,4,12,9,3,13,3,10,11
9819,5,10,6,8,5,8,8,14,2,8,7,9,4,9,1,9,21
11721,2,1,3,1,1,8,10,4,2,8,14,9,2,12,1,9,11
6531,3,12,3,9,5,8,8,1,7,8,7,9,1,10,4,9,3
4108,5,9,6,7,6,8,7,6,5,7,6,8,5,10,7,8,16
1742,2,5,3,4,2,8,9,1,8,14,7,9,1,9,2,8,3
18083,4,10,5,7,3,6,11,9,5,8,5,10,4,8,7,12,10
2281,6,6,7,9,4,8,8,5,16,10,7,9,1,9,9,9,19
8987,5,6,5,9,3,4,14,9,3,12,8,4,2,11,5,9,14
19779,3,3,5,4,3,8,13,3,3,7,12,10,3,12,1,8,6
8851,2,2,3,2,1,8,11,3,3,8,13,9,2,12,1,9,11
2289,2,4,3,2,2,8,3,3,2,8,3,9,2,7,2,8,0
8550,6,11,8,9,5,7,10,7,8,8,11,11,4,10,2,9,24
16974,5,11,6,9,8,8,8,7,7,8,7,6,7,9,4,8,5
17818,2,11,1,9,2,8,8,6,4,8,7,9,1,9,1,9,3
3484,7,8,10,7,10,6,10,6,4,7,5,9,14,7,6,9,2
10957,7,9,8,7,5,10,7,5,7,11,4,9,3,9,6,11,18
17519,6,11,7,9,9,9,9,6,4,9,6,8,6,10,13,9,18
726,5,9,6,7,6,7,9,8,10,7,5,11,4,9,7,9,13
17342,3,7,3,5,2,1,2,6,7,1,1,8,1,9,1,9,1
2912,3,7,4,5,2,7,9,2,9,15,8,9,1,9,2,8,3
10206,12,15,10,9,5,5,4,6,6,5,8,8,7,7,3,7,24
13126,8,13,6,7,4,9,11,6,6,8,11,6,6,13,4,8,6
3819,4,10,5,8,3,6,8,8,10,7,7,14,2,8,5,9,20
16796,4,5,6,7,2,8,11,2,4,8,13,9,2,12,1,9,11
19234,8,8,10,7,11,8,8,6,6,8,7,9,10,10,10,9,15
13284,3,5,4,3,2,5,12,5,5,14,9,6,2,10,2,8,25
6402,3,4,4,2,2,8,10,4,8,12,8,8,2,10,5,7,18
13131,7,10,6,5,4,10,6,6,7,13,4,9,6,8,6,11,5
13496,4,3,5,4,3,8,8,4,10,7,7,9,3,9,7,9,12
18301,6,9,6,7,3,4,12,4,5,11,13,8,3,11,2,9,6
8904,6,10,8,7,5,11,11,2,8,4,12,8,2,12,3,10,11
10484,3,6,5,4,4,10,7,5,7,11,5,7,3,9,4,9,5
12442,3,5,5,4,4,8,8,4,6,11,7,9,4,9,4,9,21
12946,4,7,5,5,3,6,10,5,9,13,10,9,3,10,6,6,13
9252,3,8,5,5,2,8,7,4,2,7,1,9,3,7,2,9,0
4862,4,7,6,9,2,7,15,1,7,9,12,9,1,9,1,9,22
11314,7,11,10,9,6,9,9,4,6,11,6,7,7,9,3,8,9
15922,1,2,1,2,1,8,8,5,5,8,7,9,1,9,1,9,3
14972,6,9,9,7,10,9,7,4,3,9,5,9,13,6,3,8,2
12890,5,8,7,6,8,9,7,5,3,8,7,10,7,9,8,14,8
18800,4,3,5,4,3,8,8,4,10,7,7,9,4,9,7,8,12
15649,3,3,4,4,2,7,13,3,4,9,12,9,3,11,2,10,6
19262,9,13,9,8,5,10,8,4,8,10,3,6,6,8,5,9,7
11597,6,10,8,8,7,6,12,3,3,8,9,10,8,13,2,9,15
17883,2,1,2,1,1,9,8,10,4,8,12,9,3,11,1,9,24
2624,5,6,6,5,3,5,11,3,9,12,11,6,4,11,5,4,11
4362,5,7,6,5,5,10,10,6,5,7,6,8,4,9,9,5,19
479,3,2,4,2,1,8,10,5,3,8,14,9,3,11,1,9,6
10058,6,9,8,7,5,7,11,3,6,14,8,6,3,11,3,8,25
6388,4,6,4,5,3,7,11,5,6,11,10,5,3,11,3,7,25
6124,7,11,6,6,5,9,11,4,6,12,6,5,4,11,8,8,25
15034,5,6,6,9,4,6,8,11,9,8,7,6,4,9,5,9,5
16322,6,11,7,8,4,8,7,16,2,8,9,9,4,9,1,9,21
928,3,7,5,5,4,8,9,7,9,7,6,10,3,9,7,10,13
17682,3,8,4,6,2,2,13,5,5,13,11,8,1,9,3,7,25
16144,6,10,9,8,5,8,9,2,9,11,8,9,4,9,5,8,12
15121,5,10,8,8,8,6,9,3,5,11,9,8,9,11,5,5,25
15473,4,7,7,5,4,7,11,3,7,14,7,5,2,11,3,8,25
7034,8,11,10,9,10,8,8,6,6,8,6,8,5,9,8,9,16
17641,3,3,5,4,2,8,4,3,3,7,2,9,3,7,3,8,0
13575,7,12,11,9,7,6,11,3,4,9,10,10,9,12,2,9,15
10955,4,4,6,3,3,6,10,3,8,11,10,9,3,9,4,7,12
13411,7,12,8,9,6,8,8,2,8,8,7,9,1,9,5,9,3
455,6,10,9,8,8,7,12,3,3,8,9,9,9,12,2,9,15
18604,5,9,7,7,6,7,8,6,5,8,7,10,6,9,7,11,14
5766,7,8,9,7,7,7,7,6,7,9,6,9,4,7,6,7,17
8426,4,4,6,3,4,8,8,4,7,11,7,9,4,9,4,8,21
6143,4,9,6,7,5,6,7,5,8,8,8,12,4,9,6,10,7
17742,4,6,5,6,5,6,10,5,5,9,8,9,5,12,8,8,13
5556,6,12,7,9,4,5,12,11,4,10,7,5,3,11,5,9,14
10056,6,9,8,7,4,10,8,3,9,11,5,8,4,9,5,9,12
16767,10,14,9,8,4,9,8,5,10,14,6,8,3,10,7,7,22
3692,2,1,3,1,1,8,10,4,3,8,13,9,3,11,1,9,6
19514,5,7,6,5,5,8,10,6,7,11,7,7,3,9,7,9,16
13221,6,9,9,8,9,9,9,4,4,8,6,9,8,9,7,5,10
3134,2,1,3,2,2,9,8,7,5,7,7,9,3,9,4,9,23
7788,7,10,10,9,11,6,10,5,5,7,5,11,11,6,10,10,10
5563,3,7,4,5,3,10,5,3,1,9,3,9,3,7,2,9,0
15910,5,7,5,5,3,4,12,5,4,11,12,8,3,11,2,9,6
1575,8,11,11,9,10,12,7,3,6,10,5,7,11,8,3,9,2
11932,3,8,4,5,2,8,15,1,7,8,12,9,1,9,1,9,22
4080,2,4,4,3,2,8,9,4,8,11,8,9,2,9,5,7,18
15243,4,7,5,5,4,9,8,6,11,8,6,9,3,10,9,9,19
14331,2,4,3,2,2,7,5,2,9,9,4,11,1,8,3,9,1
12948,5,6,6,8,7,10,8,5,4,7,8,9,7,12,6,5,14
19079,5,8,6,6,4,8,8,7,12,7,7,9,3,9,9,9,19
6670,8,12,11,9,6,7,12,3,8,15,8,5,2,11,3,8,25
19953,7,12,10,9,6,7,9,7,9,8,10,11,4,10,2,9,24
13682,2,2,2,3,2,9,8,2,8,8,7,8,1,9,3,8,3
16977,6,11,9,9,7,13,7,3,5,10,4,7,9,7,3,9,2
17016,5,11,7,9,6,8,12,3,8,8,12,9,2,13,2,8,22
16314,6,10,5,6,4,8,10,5,4,9,7,6,4,11,10,8,8
5431,6,11,6,8,4,4,12,4,5,11,13,9,3,11,2,9,6
18427,3,2,4,2,1,8,11,4,2,8,14,9,2,12,1,9,11
13462,3,2,3,3,2,7,8,5,9,8,7,12,4,9,6,10,7
18828,7,10,6,5,3,8,11,8,4,10,10,6,6,13,4,10,6
5985,6,9,7,7,6,8,9,5,8,8,7,9,8,9,4,8,5
8109,4,9,5,7,4,8,4,5,7,7,3,8,2,7,3,8,1
15985,5,6,7,5,6,7,9,5,5,9,8,10,5,12,9,11,13
13114,1,1,1,2,1,8,8,5,5,8,7,9,1,9,1,9,3
17946,4,10,5,7,3,4,8,7,12,8,7,16,1,9,8,8,13
9451,5,10,6,8,7,8,6,11,2,8,9,9,7,6,1,9,2
11049,5,11,5,9,4,16,4,4,6,13,1,8,1,9,1,9,4
7857,11,16,11,9,6,7,9,5,5,9,9,6,7,13,5,7,6
16645,5,8,8,6,6,6,10,4,6,11,10,9,4,9,4,6,21
17079,6,10,6,7,3,9,5,15,7,8,15,9,4,10,1,9,24
1712,8,12,6,7,4,11,2,4,2,11,5,13,4,5,5,9,0
9213,6,9,9,7,4,10,9,6,3,8,9,9,10,10,1,9,15
5414,5,7,6,5,6,6,8,5,6,8,7,10,6,12,4,9,20
3698,4,6,5,5,3,7,12,3,8,12,10,6,2,12,4,5,22
19603,4,7,5,5,3,5,4,8,7,2,3,5,2,7,2,7,1
9447,6,10,5,5,3,9,8,6,5,11,6,11,4,9,8,11,13
11323,4,4,5,5,4,9,8,7,4,9,7,10,3,10,4,8,23
13292,5,12,5,9,5,9,7,8,8,8,9,10,3,11,11,8,18
7936,2,1,2,1,1,9,8,4,5,8,7,9,3,9,5,9,12
11696,5,6,7,8,7,10,10,6,1,6,8,11,7,14,6,13,23
10642,2,4,4,3,2,8,10,4,8,11,8,7,2,9,5,7,18
13754,4,5,6,4,3,9,7,4,8,11,5,9,2,9,5,11,18
834,8,11,7,9,4,3,12,6,6,13,13,9,3,11,2,9,6
7422,6,9,8,7,9,9,6,5,5,10,7,11,5,9,10,10,18
11441,7,13,7,7,5,8,8,4,7,11,4,9,6,6,4,9,7
15682,4,3,5,4,4,7,10,5,5,10,8,5,2,11,5,8,14
11344,4,7,6,5,4,9,7,3,5,9,3,6,3,7,3,8,0
15663,5,9,7,7,3,7,8,9,9,8,7,8,4,9,5,9,17
9773,5,11,6,9,6,7,10,7,6,10,8,5,6,11,5,8,14
7070,9,11,9,6,4,11,8,5,8,9,2,6,6,8,5,10,7
12722,4,5,6,4,3,8,11,4,5,13,5,3,2,11,3,9,14
9429,3,4,5,3,3,7,10,4,7,11,8,9,4,9,4,9,21
1506,8,12,9,10,7,10,8,4,7,11,6,9,4,11,7,10,18
19957,6,11,8,9,5,8,4,3,10,8,2,10,2,7,4,8,1
1521,8,14,8,8,5,8,8,3,10,10,6,9,5,8,5,9,12
7168,6,6,6,8,3,8,6,15,6,8,16,9,4,10,1,9,24
13388,3,8,3,6,2,14,5,6,5,14,3,10,1,8,1,9,4
7305,5,9,7,7,6,7,7,4,5,9,7,12,7,10,4,10,20
19798,7,10,7,8,7,4,13,3,3,11,10,9,7,12,3,8,15
8481,3,2,3,3,2,6,12,5,4,11,9,4,1,10,4,8,14
2368,5,9,7,7,5,11,6,4,7,11,3,8,4,9,4,11,21
519,7,9,7,7,4,6,13,4,9,13,10,5,2,12,3,5,22
13283,5,9,7,7,3,10,7,3,9,16,5,9,1,8,1,9,4
10646,5,7,7,5,7,8,9,4,6,7,8,12,4,11,8,9,13
11168,7,9,5,12,4,7,11,4,5,14,6,6,4,9,8,9,4
11458,5,10,5,8,3,8,8,15,3,6,7,9,7,9,1,9,9
6254,4,6,5,5,3,7,8,7,8,8,6,11,3,10,5,10,8
10490,6,6,7,9,5,7,10,11,6,7,6,9,4,9,7,12,10
9639,3,8,5,6,4,9,8,3,7,8,7,8,1,10,9,9,19
15739,2,4,3,2,2,9,9,5,5,10,6,8,3,7,5,10,10
14858,3,2,3,3,2,8,10,6,5,8,7,8,5,9,2,7,9
9482,5,11,6,9,5,4,7,8,5,8,8,13,4,9,4,12,7
17590,6,11,8,9,6,11,7,5,7,11,4,8,3,9,6,11,18
10699,6,12,8,9,7,8,8,3,8,12,8,10,4,9,5,9,13
17008,5,9,7,7,5,9,5,2,9,10,4,11,2,7,4,10,1
4854,5,11,6,9,5,9,8,13,3,7,10,9,9,7,1,9,2
17840,3,2,3,2,2,9,7,7,7,7,6,10,2,8,6,11,8
6755,7,11,9,9,12,9,10,6,4,7,8,8,9,8,12,10,21
305,4,2,5,2,3,7,8,5,8,8,7,12,3,9,5,11,7
9992,7,11,10,8,7,8,9,9,7,6,7,14,6,9,5,8,20
6040,4,6,7,5,3,8,2,3,3,7,3,8,5,7,5,8,0
18887,3,8,5,6,3,8,12,4,5,8,12,9,3,11,2,9,6
17321,4,9,5,7,3,8,8,15,3,6,7,9,7,9,1,9,9
18935,5,8,6,10,7,9,7,9,3,6,7,10,4,9,6,11,23
8252,3,5,5,4,3,7,5,2,10,8,3,11,1,8,3,9,1
12991,3,5,4,4,2,4,13,4,7,13,11,6,2,12,3,6,11
1732,4,8,5,6,4,6,6,3,9,8,3,10,2,8,4,8,1
5207,6,7,7,8,7,8,11,6,7,9,7,9,5,9,8,7,25
15056,5,6,6,9,3,8,7,9,10,7,6,12,2,9,7,12,8
5080,12,16,12,9,7,10,12,7,5,5,7,10,11,13,3,8,2
3911,2,1,2,1,1,8,7,11,5,8,13,9,4,11,1,9,24
9589,7,13,6,7,4,9,4,3,6,9,2,8,4,8,6,9,18
19505,2,1,3,2,1,8,7,11,5,8,13,9,4,11,1,9,24
13680,6,11,9,9,11,9,9,5,6,7,7,9,10,6,9,11,24
1538,5,11,7,8,11,9,9,6,3,7,7,8,9,10,11,9,21
5194,4,9,6,7,3,7,12,3,5,9,13,9,3,11,2,9,6
17188,5,8,6,6,5,7,11,7,6,11,9,4,2,11,5,7,14
6925,5,10,6,8,4,10,7,1,8,14,6,10,1,9,2,9,3
12571,8,10,8,8,5,5,9,7,9,11,11,10,4,10,3,6,24
3535,6,9,8,7,4,6,13,8,6,14,8,4,3,10,3,6,25
6651,4,10,5,7,4,11,11,2,9,6,12,9,2,11,2,9,22
9059,5,11,5,9,2,1,2,7,7,1,1,7,1,9,1,9,1
3962,7,11,6,6,4,5,13,7,2,13,7,5,4,11,5,9,14
19252,6,10,6,8,4,6,13,5,7,13,10,5,3,13,3,5,22
7247,5,8,6,6,3,7,9,7,11,7,8,13,2,8,5,9,20
9624,9,12,8,7,5,8,9,5,7,11,7,5,5,11,6,6,11
15551,8,11,9,9,6,4,9,6,8,11,11,11,4,10,3,7,24
1385,5,8,7,6,7,9,7,7,4,9,7,9,5,8,8,11,10
14724,5,6,6,9,3,9,8,10,8,8,6,9,4,9,5,9,17
18012,4,4,6,5,2,8,7,4,1,8,1,9,3,8,2,9,0
10480,3,2,4,3,2,7,8,7,11,8,7,15,1,9,5,10,20
15812,3,8,4,6,3,7,9,6,10,8,8,11,3,10,9,8,19
1729,3,2,4,3,2,8,7,11,2,8,10,9,8,7,1,9,2
17051,8,13,7,7,4,9,11,6,5,8,11,6,6,13,4,8,6
12576,7,9,7,7,4,4,13,5,5,11,13,8,3,11,2,9,6
7825,6,10,5,6,4,8,8,6,6,11,7,10,6,8,8,10,16
12139,6,11,8,9,6,8,9,3,10,12,8,8,2,9,7,8,19
13684,3,7,5,5,4,7,10,5,6,7,10,10,4,10,1,9,24
3347,6,10,8,8,7,9,9,8,7,8,6,7,4,9,4,7,21
18116,2,4,3,3,2,9,8,6,4,10,7,9,3,9,3,9,17
11519,4,5,5,4,2,6,14,4,7,13,10,5,2,12,2,6,22
13707,4,10,6,7,4,8,13,3,9,8,13,9,2,12,2,9,22
9215,5,8,5,6,4,7,12,6,6,12,9,5,4,13,3,5,22
5794,2,5,3,4,3,8,8,6,9,7,7,10,3,9,8,9,19
11335,6,13,6,7,4,8,10,3,7,12,7,7,3,10,6,6,22
9178,3,6,4,4,3,8,8,8,7,7,7,11,3,9,5,10,8
7259,7,11,9,9,8,9,9,7,7,7,6,8,4,7,7,10,10
18165,3,4,3,2,2,8,9,6,5,8,7,8,5,10,2,7,9
9999,7,12,8,10,4,8,9,10,9,8,8,7,4,9,5,9,17
4044,5,8,5,6,5,8,9,6,10,8,8,10,2,10,8,9,19
6551,5,3,7,5,5,6,12,4,3,9,10,10,11,14,2,9,15
3668,3,2,3,2,2,7,8,5,8,7,7,11,4,9,5,10,7
5507,5,11,8,9,6,12,3,3,3,10,3,10,5,6,5,9,0
13627,4,6,5,4,3,7,9,7,8,8,11,10,4,10,1,9,24
7,5,12,6,9,4,9,7,1,8,14,7,10,2,8,4,9,3
9601,4,11,5,9,4,8,8,1,8,14,7,9,1,9,2,9,3
3588,5,9,7,13,11,9,10,6,1,9,7,8,6,12,7,7,14
19047,8,11,7,6,4,11,5,5,8,13,4,12,4,8,8,12,23
2492,5,9,6,7,5,9,9,6,8,7,5,8,4,7,6,9,10
18080,2,1,3,1,1,8,9,12,2,8,7,9,3,9,1,9,21
990,6,10,8,8,7,8,7,4,5,11,9,10,12,6,4,10,2
13241,6,6,7,9,3,8,8,6,5,8,7,9,4,9,5,9,12
415,5,9,5,7,3,8,7,6,10,6,7,10,1,9,10,9,18
18397,7,11,8,9,6,7,7,7,6,10,7,13,5,9,6,9,8
5039,3,4,5,5,2,10,11,4,3,6,14,9,3,12,1,9,11
8841,8,12,8,9,8,8,9,9,5,11,8,8,6,9,6,11,17
17592,5,12,7,9,5,9,4,3,4,7,2,9,3,8,4,8,0
7930,4,3,6,4,4,9,12,3,3,7,10,9,7,12,2,8,15
7900,8,14,7,8,4,9,11,7,5,9,11,6,7,14,4,9,6
54,5,6,7,5,4,8,8,2,10,11,7,9,3,9,4,8,12
13376,8,11,10,9,7,11,7,4,7,11,4,8,6,7,6,10,21
16722,7,12,9,9,6,8,9,3,6,11,7,8,6,9,2,8,9
15115,5,6,6,8,3,8,8,6,5,8,7,9,4,9,5,9,12
17733,2,4,4,3,2,9,8,4,7,11,7,8,2,9,6,9,18
1748,5,11,5,8,4,2,13,5,5,12,11,9,1,9,3,7,25
1087,3,4,4,6,2,14,4,9,5,14,5,12,2,7,1,9,4
4179,7,11,9,9,6,7,13,6,4,13,6,3,2,12,4,9,14
15996,5,11,6,9,4,6,10,11,6,8,6,9,4,9,7,11,10
9597,7,10,9,7,8,8,8,7,4,6,9,10,12,9,7,5,15
4488,6,7,7,7,6,7,8,7,8,10,8,10,5,8,6,6,17
4172,6,10,6,8,6,6,8,10,8,7,5,6,4,10,5,10,5
6350,5,8,7,6,6,11,12,3,3,6,10,9,7,13,2,9,15
11452,3,3,4,3,3,8,9,5,3,9,8,10,3,10,5,9,23
9358,4,9,6,7,4,9,7,3,8,8,7,8,1,10,5,8,3
10925,5,8,7,6,5,8,10,7,6,8,7,7,6,10,2,7,9
4163,6,7,9,5,5,10,6,4,6,10,5,8,9,7,3,9,2
14770,6,11,8,9,4,9,10,4,3,7,13,9,3,12,1,9,11
2122,5,3,6,4,3,8,9,7,9,8,11,10,4,10,2,9,24
7622,7,12,9,9,9,9,7,6,6,7,8,9,9,7,3,8,2
3267,5,7,6,5,4,8,11,5,6,14,8,6,3,10,3,8,25
11938,3,5,4,4,2,10,7,3,8,11,6,9,2,10,6,10,18
6340,3,2,4,3,2,6,12,4,6,12,10,6,2,11,4,7,25
12371,4,6,5,5,5,9,9,3,6,9,7,8,3,8,7,8,12
10997,5,12,7,9,4,9,6,6,7,15,8,13,2,7,2,8,4
5122,4,5,5,6,2,8,8,5,5,8,7,9,4,9,5,9,12
4154,4,5,4,4,3,9,8,8,6,8,7,9,3,9,10,9,18
9606,5,10,5,8,4,4,9,7,13,8,6,16,1,9,8,8,13
16918,6,6,7,8,4,8,7,7,11,6,7,11,1,10,10,9,18
12706,3,2,3,3,2,9,8,7,5,9,6,9,3,9,9,9,18
14048,4,5,6,4,4,9,9,4,6,10,5,8,3,7,5,11,10
4087,5,11,7,8,4,8,6,8,11,6,5,11,2,10,7,12,8
3441,7,12,9,9,6,8,13,9,4,12,5,3,2,11,6,8,14
18213,3,4,5,3,2,8,10,4,5,11,8,8,6,9,2,9,9
7546,8,10,11,8,13,11,8,5,6,10,5,7,11,7,6,6,2
2043,5,8,7,6,10,9,8,6,3,8,8,9,11,11,4,9,15
10991,6,11,5,6,4,10,6,5,4,10,5,6,5,8,6,9,8
2352,4,8,5,6,3,4,9,7,12,8,7,16,1,9,8,8,13
11170,5,8,5,6,4,8,7,7,7,11,7,13,3,11,5,10,8
2698,6,10,8,7,6,8,9,2,9,12,7,10,4,9,5,10,13
6771,4,7,4,5,4,7,10,9,5,8,6,9,3,8,5,12,10
901,5,6,6,7,6,9,5,8,5,7,6,9,4,9,5,10,23
10545,3,2,3,2,2,8,8,8,6,7,6,8,2,9,8,11,16
13604,5,10,7,7,3,11,6,4,2,9,2,10,3,8,3,9,0
3200,5,9,6,7,3,10,7,3,9,16,5,9,1,8,1,9,4
13907,5,6,7,5,5,6,8,7,8,8,7,9,5,8,6,6,5
19037,10,15,8,9,6,9,8,6,5,10,6,7,5,10,9,9,8
9720,4,7,6,5,4,6,13,7,4,11,8,3,2,11,4,7,14
3270,4,2,5,4,3,8,8,8,8,8,7,6,3,9,4,8,5
10392,5,10,6,8,4,6,9,7,9,13,10,14,3,11,4,8,20
1663,3,5,3,3,2,7,11,5,6,11,10,5,2,11,4,7,25
4284,10,16,9,9,5,7,12,7,5,11,11,5,6,13,4,10,6
17289,4,5,5,4,3,7,9,4,8,11,9,9,2,9,6,6,18
9298,2,1,2,1,1,5,7,7,3,8,7,12,4,8,3,11,7
8416,4,7,6,10,5,12,4,3,7,9,3,7,2,9,7,10,19
19722,5,7,6,5,4,9,10,6,7,9,6,9,4,8,6,11,10
12432,4,5,5,4,3,9,8,8,6,8,7,9,3,9,4,9,17
9687,11,13,11,8,6,3,9,4,4,11,12,10,10,11,2,7,15
9015,7,10,7,7,4,3,12,5,7,14,13,7,2,12,3,6,11
5650,4,7,5,5,2,11,5,7,6,16,6,13,1,8,2,7,4
13855,6,9,7,8,6,7,7,6,6,9,6,8,4,7,6,8,17
10526,3,8,5,6,4,14,4,4,3,11,2,9,3,7,3,9,0
11047,2,4,4,3,2,9,7,4,7,15,6,11,1,8,1,8,4
17117,8,13,8,7,5,13,3,5,6,13,2,10,5,8,3,12,5
16103,4,7,5,5,3,8,8,5,5,8,7,9,4,9,5,9,12
11766,4,9,6,7,5,8,8,6,9,8,7,10,7,9,7,10,13
8797,5,6,8,5,5,9,8,2,8,11,6,9,4,9,5,9,7
13683,4,9,6,7,4,7,13,5,8,10,13,8,3,13,2,8,22
7742,8,14,7,8,5,9,5,6,6,8,10,9,5,9,4,9,24
11101,9,15,8,9,5,10,11,7,5,8,11,6,7,14,5,8,6
3845,3,1,3,1,2,8,9,5,1,8,9,9,7,10,1,9,15
13135,3,5,4,6,2,6,15,2,7,10,12,8,1,9,1,9,22
5184,4,8,6,5,2,8,11,3,3,7,14,9,2,12,1,9,11
3577,6,12,7,7,5,7,10,3,7,11,11,9,5,15,5,7,12
203,3,3,3,4,3,8,9,5,3,9,9,10,3,10,5,9,23
6539,5,7,7,5,8,9,8,6,3,7,8,9,6,11,10,9,16
5492,5,12,7,9,7,7,8,7,7,7,6,9,4,7,7,10,10
1242,6,9,8,7,8,8,9,5,8,9,7,10,6,9,6,7,22
10294,5,9,6,7,5,9,7,8,8,8,9,10,3,11,10,9,18
12474,4,4,5,5,4,9,9,8,4,6,8,11,3,10,6,11,23
8643,5,7,7,9,8,10,10,7,4,8,8,9,7,12,8,5,11
17181,7,10,6,5,3,6,11,3,8,14,8,6,3,9,5,5,22
18851,4,6,5,4,5,8,8,6,6,7,7,7,3,9,7,11,16
18651,6,9,8,7,5,8,9,3,11,13,8,10,2,10,7,9,19
16316,6,9,8,7,9,8,10,6,3,8,7,8,11,10,7,11,17
4652,4,3,5,5,4,6,8,5,9,8,7,12,4,9,6,10,7
9674,5,8,5,6,3,8,8,15,3,6,7,9,7,9,1,9,9
14404,7,11,9,9,5,7,10,4,11,12,10,6,3,9,8,6,19
16171,3,9,4,7,3,15,5,5,5,14,3,9,1,8,1,9,4
9456,4,5,4,4,4,8,9,7,9,8,6,10,3,9,7,10,13
16448,7,11,8,9,4,8,11,10,10,9,9,7,4,9,5,9,17
16533,7,16,7,9,5,7,11,3,7,13,8,7,3,9,6,5,22
9039,6,12,7,9,7,9,9,9,7,6,8,10,4,6,8,12,8
8280,1,1,2,1,1,12,5,6,4,13,5,11,1,8,1,9,4
10920,4,8,6,6,4,6,11,5,7,12,11,6,3,10,4,6,25
17407,2,7,4,5,4,11,7,2,5,9,6,6,4,9,6,7,3
17562,7,11,9,10,10,10,9,5,6,8,8,9,6,11,10,12,18
19661,6,11,7,9,5,7,7,3,8,8,7,11,1,10,5,9,3
13304,2,1,2,1,1,6,8,8,1,8,7,11,3,9,3,12,7
10910,3,6,5,5,4,10,9,4,5,7,8,9,5,9,5,7,0
12847,9,11,12,8,6,12,8,4,7,12,1,4,7,10,3,9,9
14595,4,7,5,5,3,6,4,2,9,9,3,11,1,8,3,8,1
17100,3,5,4,4,2,6,5,5,8,3,3,6,2,8,2,7,1
6570,8,12,11,9,8,8,9,4,8,11,7,8,4,9,4,9,21
2951,3,5,4,3,3,8,8,8,6,10,7,9,3,9,4,9,17
9469,3,5,4,4,3,10,7,4,6,11,5,7,3,9,3,9,5
1391,3,2,5,3,2,9,12,2,8,6,12,10,2,12,3,9,11
17587,3,6,2,4,2,8,8,2,8,8,7,9,1,9,4,9,3
16182,4,11,6,8,3,7,9,5,4,9,15,9,4,11,1,9,6
6615,3,10,3,8,3,8,8,1,10,8,7,9,1,9,4,9,3
5400,7,11,7,9,5,6,9,7,9,13,10,14,3,10,5,8,20
8136,4,8,6,6,4,8,9,7,5,8,7,8,6,10,2,7,9
12879,1,2,1,2,1,8,8,5,5,8,7,9,1,9,1,9,3
13218,8,10,8,8,6,7,13,6,7,12,10,5,4,14,4,5,22
12543,2,4,3,3,2,8,5,2,7,9,4,11,1,8,2,10,1
3220,5,10,6,8,6,9,9,7,7,8,7,10,4,9,4,9,21
15616,3,4,4,3,2,7,8,3,7,11,8,11,4,9,3,9,7
8099,5,9,6,7,5,9,7,3,10,12,6,10,2,9,6,10,19
16197,4,6,5,5,4,7,9,5,6,7,7,10,3,9,8,10,1
2164,4,10,6,8,8,8,9,4,6,7,7,11,7,12,8,6,1
13721,10,16,9,9,5,10,8,3,10,10,6,8,5,12,5,10,12
17249,7,12,10,10,7,11,7,3,10,12,5,10,4,9,6,12,13
9504,5,7,7,10,4,9,10,8,7,7,10,10,5,8,7,11,23
8400,4,6,5,7,4,9,7,7,5,10,7,10,4,10,5,9,23
5753,5,11,6,8,4,8,8,1,8,14,7,9,1,9,2,9,3
6974,4,7,5,5,4,8,8,8,6,8,7,9,3,9,4,8,17
15305,6,12,8,9,5,11,7,5,9,12,4,9,3,9,6,12,18
1410,5,11,5,9,2,1,2,7,7,1,1,7,1,9,1,9,1
12535,4,4,7,3,4,9,8,4,7,11,6,9,4,9,4,9,21
12755,4,7,6,5,6,8,9,4,5,7,7,10,7,9,8,7,10
1844,8,10,7,6,4,9,11,6,5,5,7,11,7,12,4,8,9
19977,6,10,6,8,6,6,11,9,4,9,6,6,2,10,7,7,14
8919,5,10,7,7,6,7,10,6,7,11,7,6,4,9,8,9,16
13536,3,5,5,3,3,11,3,3,3,10,3,9,3,7,3,9,0
3699,4,4,5,2,2,6,9,5,7,11,10,10,4,11,2,7,24
5198,6,9,8,8,7,8,6,6,6,10,6,11,6,6,8,6,17
11958,3,9,4,7,2,8,8,1,8,14,7,9,1,9,2,9,3
8493,3,9,4,7,3,10,7,4,7,13,5,10,2,7,3,7,4
19679,6,11,8,10,4,9,6,10,9,7,5,9,4,9,5,9,23
875,7,11,7,6,4,7,9,5,4,11,9,6,4,11,5,5,11
13663,5,10,6,7,3,8,10,16,3,8,4,9,4,9,1,9,21
475,3,10,4,8,5,8,8,1,8,8,7,9,1,9,4,9,3
4932,6,11,8,9,5,11,8,5,7,13,4,5,3,10,4,10,14
4869,2,1,3,2,2,9,7,7,6,7,6,10,2,9,6,11,8
